STAID,BFI5,DFI90,fdc_b,fdc_b_l,fdc_b_u,peak_event,low_event,max_flow,min_flow,annual_temp,meanPET,meanP,rc,aridity,DRAIN_SQKM,LAT,LON,snow_frac,drain_mm2,max_pptseason,min_pptseason,fall_cv,spring_cv,summer_cv,winter_cv,annual_cv,ELEV_MEAN_M_BASIN,SLOPE_PCT
01546500,0.785100434361677,0.446039425188862,1.41858261001134,2.70847837986325,10.1881546121059,fall,winter,spring,fall,9.47352233702992,668.985391665091,1013.68486532211,0.414453228730495,0.659954009920542,223.7,40.889783,-77.794168,0.160870080961854,223700000000000,summer,winter,1.01100151250867,0.648320300059864,0.577845275532837,0.716336751457873,0.768533907819744,388.3,7.5
01547100,0.84209961194953,0.57277096842236,1.09174479130516,1.55101680422996,9.07799543976781,fall,fall,spring,fall,9.51705381144657,670.937518974523,1007.80545491205,0.552885678708173,0.665741106782434,377.3,40.931727,-77.786669,0.159982642088622,377300000000000,summer,winter,0.711201855437624,0.511329291437144,0.465200673494141,0.569344117388089,0.595993250563882,381.7,8.6
01547200,0.627870449200926,0.345298205580155,1.82410044972739,2.3054593500529,10.9116984791062,fall,fall,spring,summer,9.37783974994006,664.911499603188,1025.9766169008,0.532996507760696,0.648076660471763,694.3,40.943116,-77.786391,0.161455989000227,694300000000000,summer,winter,1.53205134032052,0.824247970744589,0.958021019071207,1.0115793242076,1.09956066988234,399.9,12.4
01547700,0.388331931471555,0.0497090150717622,3.86568654966743,11.1802305850474,13.750128589747,fall,summer,spring,summer,9.21396468380254,660.566512917027,1025.77038699885,0.473212226040153,0.643971127739104,113.5,41.059509,-77.605826,0.165365937111145,113500000000000,fall,winter,3.12438600234767,1.18838966116997,2.558671131042,1.57814750090912,1.86444512251117,395.7,17.8
01547950,0.539125267212721,0.115059080597187,2.90463541106094,7.52367581813668,9.10010108504512,fall,fall,spring,summer,8.55889521127767,633.85147118368,1073.64146138002,0.551549499102019,0.590375366436529,395.1,41.111731,-77.702216,0.195292444274094,395100000000000,fall,winter,1.68191867601829,0.819278578620804,1.3635156695225,1.00365766451126,1.18665517122236,506.3,11.1
01549500,0.415405545796587,0.0567301808704071,3.18130570647541,10.2719862315775,11.6413892956745,summer,fall,spring,summer,7.69878659773845,602.663605718038,1051.88643240929,0.529600185423855,0.572936000645686,97.5,41.473683,-77.230809,0.219367123444767,97500000000000,spring,winter,2.14066833985474,1.23004618219353,2.5791711756794,1.57611225971795,1.74011253372046,538.2,17.5
01550000,0.451465314244251,0.0707749702289585,2.98691327412287,8.90175539545247,12.3853558894879,winter,summer,spring,summer,7.79835569606654,607.260526537439,1063.96188040898,0.572529238304627,0.570754025796499,452.7,41.41841,-77.032746,0.216483926338835,452700000000000,spring,winter,2.01131538551229,1.15402549058468,2.22509824611986,1.59842215173225,1.65904126091663,525.8,16.5
01552500,0.41879109773569,0.0830756247703339,2.77661356197482,9.39743157715564,12.2114494342693,fall,summer,spring,summer,7.63821266196556,601.781816083151,1317.7262611111,0.556904001000026,0.456681963350819,60.6,41.357024,-76.534671,0.232795645515958,60600000000000,fall,winter,1.98404944052291,1.22898130610295,2.45463001993927,1.60102041568297,1.71219500967408,562.6,15.7
01555500,0.435790489485179,0.0952065651130294,2.87329818499593,8.24777577584959,13.9698387857181,fall,summer,spring,summer,9.79550998216179,681.881968392013,1175.03760902057,0.451073175275459,0.580306505219338,421.7,40.611196,-76.91192,0.146625463034351,421700000000000,fall,winter,2.96360491244655,1.25373907896727,2.68676362572373,1.46310790002609,1.89396685210657,278.8,12.0
01557500,0.467357537963093,0.0890399568772401,3.04029625003948,7.18157005379368,10.5247933324415,fall,summer,spring,summer,9.05115055708514,649.851109612609,1128.43550439562,0.518476474620693,0.57588679820976,115.3,40.683673,-78.233624,0.172776862519853,115300000000000,summer,winter,2.28133250908164,0.987268072717482,1.80152230115426,1.16890400035123,1.44754614996438,496.6,14.6
